date,值
2024-05-27 20:19:26,426.343658
2024-05-27 20:19:06,428.2202
2024-05-27 20:18:46,437.742554
2024-05-27 20:18:26,433.7642
2024-05-27 20:18:06,438.2671
2024-05-27 20:17:46,444.007019
2024-05-27 20:17:26,442.207275
2024-05-27 20:17:06,438.035431
2024-05-27 20:16:46,435.372131
2024-05-27 20:16:26,428.585754
2024-05-27 20:16:06,430.241333
2024-05-27 20:15:46,424.618164
2024-05-27 20:15:26,426.904449
2024-05-27 20:15:06,426.168
2024-05-27 20:14:46,422.28833
2024-05-27 20:14:26,426.466217
2024-05-27 20:14:06,424.2898
2024-05-27 20:13:46,426.882965
2024-05-27 20:13:26,430.285522
2024-05-27 20:13:06,433.67923
2024-05-27 20:12:46,428.761
2024-05-27 20:12:26,436.606842
2024-05-27 20:12:06,433.6343
2024-05-27 20:11:46,432.6642
2024-05-27 20:11:26,429.319183
2024-05-27 20:11:06,435.693542
2024-05-27 20:10:46,427.5298
2024-05-27 20:10:26,428.580719
2024-05-27 20:10:06,428.0356
2024-05-27 20:09:46,424.911133
2024-05-27 20:09:26,429.338928
2024-05-27 20:09:06,426.238159
2024-05-27 20:08:46,426.5619
2024-05-27 20:08:26,427.0954
2024-05-27 20:08:06,433.952545
2024-05-27 20:07:46,429.9768
2024-05-27 20:07:26,433.791321
2024-05-27 20:07:06,433.9631
2024-05-27 20:06:46,431.66214
2024-05-27 20:06:26,432.6602
2024-05-27 20:06:06,431.56192
2024-05-27 20:05:46,431.2987
2024-05-27 20:05:26,431.10083
2024-05-27 20:05:06,428.3825
2024-05-27 20:04:46,428.0435
2024-05-27 20:04:26,428.316925
2024-05-27 20:04:06,427.510651
2024-05-27 20:03:46,424.652557
2024-05-27 20:03:26,424.8734
2024-05-27 20:03:06,425.28125
2024-05-27 20:02:46,429.109833
2024-05-27 20:02:26,429.267639
2024-05-27 20:02:06,429.107544
2024-05-27 20:01:46,427.7135
2024-05-27 20:01:26,428.1355
2024-05-27 20:01:06,429.385651
2024-05-27 20:00:46,431.4629
2024-05-27 20:00:26,430.177917
2024-05-27 20:00:06,430.614319
2024-05-27 19:59:46,433.789978
2024-05-27 19:59:26,431.576538
2024-05-27 19:59:06,435.860931
2024-05-27 19:58:46,436.135345
2024-05-27 19:58:26,428.759216
2024-05-27 19:58:06,428.599457
2024-05-27 19:57:46,426.669739
2024-05-27 19:57:26,432.122528
2024-05-27 19:57:06,424.815063
2024-05-27 19:56:46,425.611877
2024-05-27 19:56:26,420.412476
2024-05-27 19:56:06,423.570282
2024-05-27 19:55:46,424.175781
2024-05-27 19:55:26,429.0784
2024-05-27 19:55:06,428.057343
2024-05-27 19:54:46,428.9384
2024-05-27 19:54:26,432.957733
2024-05-27 19:54:06,441.470032
2024-05-27 19:53:46,438.7485
2024-05-27 19:53:26,441.825134
2024-05-27 19:53:06,435.544464
2024-05-27 19:52:46,436.296143
2024-05-27 19:52:26,431.018677
2024-05-27 19:52:06,430.11853
2024-05-27 19:51:46,431.1761
2024-05-27 19:51:26,426.365753
2024-05-27 19:51:06,423.363831
2024-05-27 19:50:46,424.1825
2024-05-27 19:50:26,419.837769
2024-05-27 19:50:06,422.190063
2024-05-27 19:49:46,424.258759
2024-05-27 19:48:26,434.029968
2024-05-27 19:48:06,435.16333
2024-05-27 19:47:46,436.420441
2024-05-27 19:47:26,435.1351
2024-05-27 19:47:06,438.560638
2024-05-27 19:46:46,434.570862
2024-05-27 19:46:26,429.931671
2024-05-27 19:46:06,435.062866
2024-05-27 19:45:46,427.452423
2024-05-27 19:45:26,427.641327
2024-05-27 19:45:06,425.048737
2024-05-27 19:44:45,422.935852
2024-05-27 19:44:25,421.319916
2024-05-27 19:44:05,425.376068
2024-05-27 19:43:45,427.2429
2024-05-27 19:43:25,430.7719
2024-05-27 19:43:05,431.4779
2024-05-27 19:42:45,433.655273
2024-05-27 19:42:25,431.086761
2024-05-27 19:42:05,435.090942
2024-05-27 19:41:45,437.1657
2024-05-27 19:41:25,434.508423
2024-05-27 19:41:05,434.006165
2024-05-27 19:40:45,431.861328
2024-05-27 19:40:25,429.040222
2024-05-27 19:40:05,428.965332
2024-05-27 19:39:45,424.6825
2024-05-27 19:39:25,429.206055
2024-05-27 19:39:05,422.53595
2024-05-27 19:38:45,427.8708
2024-05-27 19:38:25,431.113647
2024-05-27 19:38:05,428.521179
2024-05-27 19:37:45,426.177368
2024-05-27 19:37:25,428.5625
2024-05-27 19:37:05,431.5786
2024-05-27 19:36:45,433.826141
2024-05-27 19:36:25,433.5077
2024-05-27 19:36:05,434.40094
2024-05-27 19:35:45,435.305176
