,值
3679,425.920135
3680,429.0963
3681,435.977325
3682,434.905029
3683,428.881165
3684,437.881348
3685,438.0446
3686,431.7881
3687,434.662781
3688,436.180542
3689,433.333
3690,432.62915
3691,432.627045
3692,438.877319
3693,436.408264
3694,431.8306
3695,438.604279
3696,434.550964
3697,436.684479
3698,432.211029
3699,432.542
3700,429.508636
3701,431.757782
3702,432.923645
3703,428.53833
3704,431.9087
3705,433.303436
3706,428.4976
3707,434.506165
3708,431.552673
3709,432.841949
3710,433.9982
3711,431.283661
3712,433.791962
3713,430.890656
3714,428.796
3715,428.015381
3716,432.203827
3717,429.728668
3718,426.494324
3719,428.573944
3720,426.017761
3721,425.2437
3722,428.819458
3723,427.721619
3724,425.3858
3725,428.2032
3726,430.193085
3727,425.755127
3728,432.110352
3729,429.045532
3730,427.4306
3731,429.531281
3732,426.111267
3733,428.077118
3734,425.884552
3735,427.848419
3736,431.035675
3737,428.823029
3738,425.638916
3739,425.206543
3740,427.739227
3741,431.606781
3742,424.741516
3743,426.646942
3744,425.8772
3745,429.3149
3746,427.9205
3747,428.398529
3748,429.413574
3749,429.1549
3750,430.656555
3751,429.3803
3752,434.023529
3753,428.249023
3754,427.04657
3755,428.88736
3756,425.2253
3757,426.9117
3758,429.8458
3759,430.242676
3760,432.780243
3761,433.6179
3762,432.406616
3763,430.504669
3764,431.9359
3765,428.461578
3766,427.366
3767,430.100281
3768,430.694946
3769,433.4642
3770,432.3778
3771,429.491333
3772,435.1592
3773,432.329071
3774,433.4589
3775,433.523438
3776,426.582458
3777,430.147217
3778,432.6917
3779,432.927124
3780,433.648834
3781,432.517761
3782,432.6333
3783,430.453064
3784,433.854736
3785,432.294922
3786,432.643982
3787,435.463684
3788,431.1025
3789,431.895416
3790,432.9879
3791,430.375031
3792,432.236664
3793,436.767059
3794,429.084625
3795,428.84613
3796,431.540924
3797,430.763458
3798,431.593079
3799,436.387482
3800,431.605377
3801,435.078125
3802,432.002869
3803,429.780365
3804,433.311584
3805,430.350281
3806,429.192566
3807,429.9389
3808,435.254059
3809,431.81012
3810,430.5334
3811,428.349548
3812,433.724365
3813,427.025452
3814,426.8933
3815,425.7412
3816,430.072083
3817,426.959961
3818,427.763672
3819,425.522247
3820,421.252747
3821,430.033661
3822,427.410553
3823,422.7926
3824,426.0247
3825,422.629059
3826,428.811523
3827,423.183655
3828,424.475372
3829,423.128571
3830,420.625549
3831,429.024017
3832,423.594116
3833,423.437683
3834,422.771973
3835,426.7924
3836,426.191925
3837,426.907043
3838,426.2907
3839,423.312561
3840,423.6575
3841,421.950928
3842,428.919342
3843,428.501831
3844,426.1273
3845,427.321
3846,429.649261
3847,433.0078
3848,434.472626
3849,428.5025
3850,434.0033
3851,434.0832
3852,434.662964
3853,429.8148
3854,431.447083
3855,432.1554
3856,439.550171
3857,434.703369
3858,436.325653
3859,437.26236
3860,437.5738
3861,435.070435
3862,433.8997
3863,437.359772
3864,436.460846
3865,435.491333
3866,439.6782
3867,436.4929
3868,435.197754
3869,440.060883
3870,438.906433
3871,440.909973
3872,430.37146
3873,430.254364
3874,434.143372
3875,432.413544
3876,431.38623
3877,436.250641
3878,430.90686
3879,429.6996
3880,429.2441
3881,434.719025
3882,432.542023
3883,430.5536
3884,429.930939
3885,430.659424
3886,427.000153
3887,431.301941
3888,428.278931
3889,426.354736
3890,425.0413
3891,422.232147
3892,425.6129
3893,424.813568
3894,427.524078
3895,425.60083
3896,426.624176
3897,425.423218
3898,423.796844
3899,422.673981
3900,421.953644
3901,423.23877
3902,421.9
3903,422.5642
3904,424.153564
3905,422.2236
3906,424.790741
3907,418.444244
3908,422.228729
3909,418.472717
3910,420.997833
3911,428.796631
3912,423.476166
3913,426.530548
3914,430.6664
3915,429.091553
3916,427.091125
3917,422.7324
3918,430.414978
3919,434.5588
3920,435.160278
3921,435.071716
3922,437.181335
3923,432.6738
3924,431.090149
3925,435.9494
3926,432.198334
3927,431.750244
3928,439.384521
3929,440.828
3930,442.305481
3931,434.1039
3932,433.787537
3933,437.3413
3934,435.761047
3935,436.937134
3936,436.01004
3937,432.655975
3938,436.782166
3939,434.182556
3940,431.360077
3941,431.238464
3942,429.325073
3943,429.399658
3944,426.2391
3945,433.91983
3946,430.313446
3947,428.013641
3948,426.600037
3949,431.847351
3950,429.637329
3951,430.053955
3952,427.2904
3953,424.714783
3954,426.725769
3955,427.795166
3956,430.704651
3957,429.325958
3958,428.658752
3959,427.248535
3960,429.3627
3961,428.736023
3962,427.1951
3963,427.102844
3964,424.041443
3965,427.7544
3966,430.0046
3967,430.21637
3968,429.7957
3969,426.716858
3970,426.5761
3971,426.3017
3972,430.705231
3973,434.343628
3974,430.5267
3975,433.5737
3976,432.2556
3977,437.978119
3978,430.869324
3979,430.0367
3980,430.473969
3981,434.139435
3982,433.056641
3983,430.706
3984,430.248444
3985,431.866516
3986,434.315918
3987,431.892456
3988,431.411255
3989,430.40387
3990,435.631348
3991,427.1291
3992,430.374878
3993,430.9135
3994,429.473633
3995,431.73645
3996,430.209229
3997,435.060852
3998,431.779968
3999,430.941833
4000,431.477234
4001,427.791626
4002,432.294647
4003,427.526337
4004,425.728027
4005,424.5421
4006,424.879639
4007,429.693176
4008,433.653625
4009,430.25473
4010,424.5417
4011,425.195526
4012,427.33252
4013,422.175232
4014,429.888916
4015,429.0955
4016,426.221069
4017,429.2229
4018,429.865234
4019,429.3264
4020,427.5196
4021,427.2148
4022,423.3948
4023,425.135376
4024,431.34024
4025,426.4839
4026,424.779327
4027,430.3281
4028,427.219238
4029,426.8873
4030,429.4485
4031,429.888428
4032,428.859528
4033,427.466248
4034,431.660858
4035,431.031
4036,429.167023
4037,433.9
4038,434.5131
4039,429.797668
4040,432.7679
4041,435.201233
4042,432.04245
4043,436.924
4044,432.898743
4045,433.125671
4046,433.0255
4047,434.709717
4048,435.1004
4049,433.2102
4050,431.7763
4051,434.6702
4052,434.165344
4053,430.4794
4054,433.708618
4055,434.596069
4056,432.727661
4057,428.803345
4058,427.4808
4059,429.8747
4060,431.0028
4061,433.593353
4062,431.2373
4063,430.934784
4064,435.591675
4065,431.5733
4066,429.602966
4067,430.931915
4068,428.633728
4069,431.556549
4070,435.6033
4071,430.241577
4072,433.679535
4073,429.6012
4074,425.216766
4075,427.737427
4076,430.2309
4077,428.997467
4078,429.847778
4079,430.1956
4080,425.8901
4081,427.805328
4082,426.5258
4083,420.6268
4084,426.262939
4085,428.14682
4086,420.699219
4087,423.196625
4088,421.15567
4089,423.6856
4090,424.772766
4091,427.097382
4092,428.425323
4093,421.921082
4094,425.491577
4095,422.4685
4096,423.069275
4097,426.307953
4098,425.576416
4099,430.8409
4100,425.3372
4101,427.746338
4102,430.971222
4103,431.733582
4104,431.105469
4105,433.253418
4106,429.642883
4107,433.637146
4108,434.507
4109,431.41507
4110,428.493317
4111,433.160767
4112,433.543884
4113,433.664063
4114,432.565552
4115,436.690033
4116,435.683716
4117,435.617157
4118,436.508148
4119,435.741455
4120,438.1239
4121,440.973938
4122,439.669739
4123,436.552368
4124,437.320831
4125,438.620728
4126,439.238617
4127,437.367767
4128,438.144775
4129,437.850861
4130,436.7398
4131,437.6062
4132,436.821442
4133,437.306641
4134,433.003021
4135,432.561554
4136,437.3308
4137,436.7422
4138,428.837616
4139,432.1484
4140,433.723328
4141,428.80484
4142,429.231934
4143,430.70343
4144,428.573029
4145,429.943573
4146,425.7912
4147,424.969818
4148,428.294678
4149,432.132019
4150,427.101349
4151,420.093628
4152,421.780823
4153,428.7485
4154,426.7698
4155,421.513672
4156,421.6278
4157,424.1821
4158,419.072723
4159,418.11496
4160,419.327759
4161,420.234283
4162,417.3277
4163,422.2048
4164,415.784546
4165,418.416779
4166,423.162323
4167,419.0142
4168,416.736816
4169,419.0072
4170,424.6975
4171,420.843323
4172,428.08252
4173,428.364319
4174,425.133148
4175,425.336334
4176,428.2667
4177,432.5008
4178,430.717621
4179,430.785126
4180,430.611938
4181,429.665222
4182,431.386
4183,434.569946
4184,435.205627
4185,434.8745
4186,436.6937
4187,436.624969
4188,440.13858
4189,437.7119
4190,436.249481
4191,436.7469
4192,439.920166
4193,437.260254
4194,433.441772
4195,441.108124
4196,439.7886
4197,437.6097
4198,435.450531
4199,432.1649
4200,431.888428
4201,432.4906
4202,435.719025
4203,435.92218
4204,432.535767
4205,430.354156
4206,429.481079
4207,436.2044
4208,433.711884
4209,433.38208
4210,431.562561
4211,436.39975
4212,431.9433
4213,432.543182
4214,432.074036
4215,427.828552
4216,428.816925
4217,427.586
4218,429.010864
4219,429.426361
4220,424.2362
4221,428.411865
4222,422.643982
4223,423.7404
4224,427.1309
4225,432.684967
4226,428.3716
4227,427.178772
4228,419.989227
4229,419.7826
4230,424.516937
4231,425.1446
4232,422.845642
4233,424.371216
4234,426.498047
4235,429.845917
4236,425.082764
4237,425.261749
4238,423.573578
4239,422.780945
4240,425.376648
4241,424.1745
4242,429.980164
4243,427.1043
4244,426.2776
4245,424.494781
4246,421.560852
4247,431.652618
4248,431.371765
4249,428.254333
4250,431.391541
4251,433.1129
4252,432.16272
4253,428.522919
4254,428.175171
4255,432.977722
4256,431.312347
4257,437.510956
4258,431.004822
4259,433.699158
4260,436.271179
4261,435.574341
4262,432.469543
4263,433.6785
4264,437.0376
4265,431.974426
4266,431.671417
4267,436.257843
4268,437.5094
4269,430.976929
4270,434.24884
4271,432.163361
4272,433.1027
4273,432.619751
4274,435.018372
4275,439.5389
4276,435.661255
4277,431.4368
4278,431.880951
4279,431.922058
4280,428.238281
4281,432.0857
4282,434.297821
4283,429.6107
4284,428.596924
4285,426.313354
4286,428.714844
4287,431.4609
4288,427.8184
4289,432.326721
4290,425.971039
4291,422.759979
4292,422.1799
4293,424.984558
4294,422.8886
4295,421.0765
4296,422.5257
4297,428.359619
4298,426.520782
4299,424.552246
4300,423.677277
4301,424.445862
4302,428.995972
4303,424.251678
4304,425.734467
4305,430.0218
4306,429.393127
4307,431.3026
4308,431.376526
4309,426.27124
4310,427.1475
4311,431.5126
4312,437.492523
4313,435.9301
4314,430.867462
4315,435.304962
4316,434.758
4317,435.601959
4318,436.406616
4319,439.9077
4320,435.740021
4321,433.847626
4322,437.8113
4323,436.7381
4324,435.5745
4325,437.3402
4326,434.650482
4327,432.7814
4328,436.3461
4329,433.8515
4330,435.9828
4331,428.5979
4332,434.914337
4333,434.178345
4334,432.268646
4335,432.73703
4336,437.893219
4337,430.2955
4338,429.2519
4339,428.7056
4340,429.241943
4341,431.573822
4342,429.0146
4343,428.3083
4344,431.030518
4345,425.6915
4346,424.581177
4347,422.888916
4348,424.43692
4349,420.909271
4350,425.52417
4351,426.313629
4352,424.604248
4353,420.771362
4354,422.648682
4355,421.583984
4356,419.978119
4357,425.664368
4358,417.671448
4359,418.9779
4360,422.331879
4361,424.0811
4362,424.574371
4363,426.73584
4364,428.557037
4365,430.695221
4366,424.135376
4367,423.104767
4368,422.6104
4369,432.137634
4370,429.818481
4371,434.7414
4372,430.676056
4373,431.9816
4374,436.845062
4375,434.9874
4376,433.219543
4377,435.6449
4378,432.671844
4379,430.478546
4380,431.3197
4381,434.121124
4382,432.360382
4383,434.738739
4384,435.973846
4385,433.0351
4386,432.929169
4387,431.791168
4388,436.463837
4389,430.477966
4390,437.233429
4391,437.361572
4392,428.718628
4393,429.714081
4394,428.884338
4395,428.5905
4396,431.162781
4397,429.58
4398,429.31665
4399,431.326935
4400,427.9257
4401,430.212433
4402,429.335815
4403,428.0406
4404,427.9566
4405,430.543
4406,427.3946
4407,427.6263
4408,430.1579
4409,432.099579
4410,433.8092
4411,427.652954
4412,428.573944
4413,431.644226
4414,431.98175
4415,431.9055
4416,431.279175
4417,432.33078
4418,429.780762
4419,430.248138
4420,430.7578
4421,429.214447
4422,430.858246
4423,432.044556
4424,429.4666
4425,430.6332
4426,430.720367
4427,428.840271
4428,429.761536
4429,429.193939
4430,429.26825
4431,428.51593
4432,429.654266
4433,429.2771
4434,427.809875
4435,428.812958
4436,428.2834
4437,429.518921
4438,430.494781
4439,432.442841
4440,431.828979
4441,430.697937
4442,427.2434
4443,427.440521
4444,426.442169
4445,430.530762
4446,429.145081
4447,429.517883
4448,428.812469
4449,428.651855
4450,431.477783
4451,428.357941
4452,425.3133
4453,424.948364
4454,426.508759
4455,427.5526
4456,428.93042
4457,426.987976
4458,429.923248
4459,429.589844
4460,427.765045
4461,426.775055
4462,431.789063
4463,431.453064
4464,427.402283
4465,428.7354
4466,427.120117
4467,429.538239
4468,429.794281
4469,427.5502
4470,430.9965
4471,428.282349
4472,432.012878
4473,430.374939
4474,431.1894
4475,434.456146
4476,428.469421
4477,432.5061
4478,437.974274
4479,438.8217
4480,433.969147
4481,431.617035
4482,431.331238
4483,429.7665
4484,432.2097
4485,434.146271
4486,439.8122
4487,429.4654
4488,433.230225
4489,432.691223
4490,432.086945
4491,433.9536
4492,432.1092
4493,433.0725
4494,432.149
4495,431.874146
4496,431.703033
4497,430.018341
4498,429.3918
4499,432.414246
4500,433.9907
4501,430.71402
4502,432.372375
4503,430.7285
4504,431.3525
4505,426.2171
4506,427.613129
4507,432.0204
4508,424.682556
4509,426.847168
4510,423.111176
4511,424.0788
4512,428.6215
4513,425.781555
4514,421.860718
4515,426.471527
4516,430.3709
4517,424.744019
4518,425.793671
4519,424.774872
4520,424.143555
4521,428.0562
4522,420.107117
4523,425.343
4524,432.9298
4525,428.9549
4526,424.036438
4527,424.9032
4528,431.491638
4529,427.154175
4530,425.354462
4531,429.780884
4532,431.845856
4533,429.919128
4534,431.599945
4535,431.498474
4536,427.9769
4537,433.16983
4538,433.3952
4539,425.500183
4540,426.534454
4541,431.890961
4542,433.010742
4543,428.1951
4544,431.19812
4545,432.812347
4546,427.778442
4547,426.215424
4548,430.745575
4549,435.1953
4550,427.953
4551,432.129944
4552,428.79306
4553,435.501862
4554,437.1583
4555,429.079834
4556,429.90155
4557,429.4456
4558,434.354431
4559,432.575073
4560,431.775574
4561,436.02
4562,432.589233
4563,433.712921
4564,431.2731
4565,436.640533
4566,436.681458
4567,434.31076
4568,439.033722
4569,429.327881
4570,432.346039
4571,433.015747
4572,432.529358
4573,429.434631
4574,434.772675
4575,432.7207
4576,433.030151
4577,434.967316
4578,431.038727
4579,431.6672
4580,434.474945
4581,432.421936
4582,431.215057
4583,431.376862
4584,430.786469
4585,429.6916
4586,430.5811
4587,428.777863
4588,423.0952
4589,425.381622
4590,428.178955
4591,421.507935
4592,424.5756
4593,427.544434
4594,427.570679
4595,426.103271
4596,421.827759
4597,427.064636
4598,422.654083
4599,422.086243
4600,428.580353
4601,428.805
4602,428.055359
4603,427.0728
4604,429.012817
4605,426.0544
4606,426.966064
4607,432.628448
4608,432.331421
4609,428.92334
4610,435.660736
4611,431.860046
4612,433.2845
4613,428.1647
4614,430.61026
4615,434.380951
4616,429.7435
4617,431.198853
4618,431.0226
4619,430.876678
4620,426.151337
4621,427.815552
4622,432.0172
4623,435.18338
4624,428.284668
4625,427.033478
4626,427.809631
4627,424.795959
4628,426.520355
4629,428.747955
4630,427.795776
4631,425.451569
4632,429.098328
4633,426.53833
4634,425.587646
4635,428.0706
4636,428.147736
4637,430.3414
4638,432.4793
4639,428.87674
4640,428.2368
4641,429.0719
4642,430.1975
4643,428.533844
4644,429.843231
4645,430.5452
4646,428.233032
4647,431.203827
4648,428.1615
4649,432.540863
4650,428.099426
4651,429.674469
4652,432.94458
4653,432.7789
4654,432.036774
4655,431.799652
4656,430.9683
4657,436.005219
4658,436.016968
4659,437.327026
4660,432.282318
4661,433.888245
4662,434.625519
4663,434.9173
4664,433.119263
4665,438.64328
4666,433.7528
4667,434.582062
4668,429.2576
4669,431.1958
4670,434.8257
4671,434.143768
4672,434.898224
4673,431.936157
4674,430.282684
4675,428.457275
4676,428.217255
4677,430.643951
4678,433.97583
4679,429.0841
4680,431.961121
4681,428.005127
4682,430.337067
4683,429.1538
4684,424.357849
4685,423.2683
4686,426.855042
4687,424.5158
4688,425.6866
4689,430.358521
4690,427.972839
4691,425.2945
4692,424.786224
4693,423.1336
4694,427.1032
4695,425.756256
4696,426.2692
4697,425.489
4698,427.404236
4699,425.501678
4700,428.944061
4701,426.4347
4702,426.391541
4703,425.450134
4704,426.142242
4705,429.282867
4706,430.851135
4707,429.618958
4708,431.333374
4709,427.5273
4710,428.781128
4711,424.5728
4712,425.532684
4713,427.355
4714,432.769928
4715,428.013763
4716,432.645935
4717,435.006744
4718,428.401184
4719,431.0425
4720,432.2277
4721,434.172821
4722,435.388031
4723,439.063965
4724,435.733978
4725,434.886871
4726,432.0348
4727,436.6241
4728,437.365143
4729,434.710419
4730,437.045471
4731,432.061157
4732,433.402954
4733,437.0945
4734,437.200867
4735,434.121216
4736,436.265442
4737,435.061646
4738,434.442719
4739,433.36853
4740,427.7229
4741,428.7771
4742,433.1238
4743,428.352173
4744,430.3466
4745,432.480469
4746,429.408173
4747,432.608459
4748,432.569336
4749,430.549255
4750,431.9343
4751,427.585968
4752,429.778625
4753,427.378845
4754,429.961731
4755,428.0743
4756,428.596558
4757,429.322845
4758,426.691284
4759,425.868225
4760,429.686951
4761,428.89447
4762,422.431732
4763,423.540619
4764,426.340729
4765,426.350128
4766,425.387177
4767,424.895752
4768,426.8041
4769,426.0175
4770,424.90567
4771,423.300873
4772,427.4404
4773,423.527557
4774,426.526978
4775,420.882172
4776,423.348358
4777,426.890259
4778,427.346069
4779,426.0017
4780,430.553619
4781,428.338318
4782,430.5629
4783,428.5261
4784,427.06778
4785,427.369
4786,431.789337
4787,434.427856
4788,429.816254
4789,432.208862
4790,433.680023
4791,430.2749
4792,426.835938
4793,428.958038
4794,430.8931
4795,428.545074
4796,431.191467
4797,429.634064
4798,427.861176
4799,430.289948
4800,432.09552
4801,430.053528
4802,432.88028
4803,425.777466
4804,427.7719
4805,426.774628
4806,427.106873
4807,432.61853
4808,434.375427
4809,428.907562
4810,430.211456
4811,430.68277
4812,429.449768
4813,428.11618
4814,432.188477
4815,435.554962
4816,431.4968
4817,431.219238
4818,433.8734
4819,435.475159
4820,436.9071
4821,436.14856
4822,434.8363
4823,435.800262
4824,431.929352
4825,435.61264
4826,437.1873
4827,436.4905
4828,436.440033
4829,439.329742
4830,435.7796
4831,437.20163
4832,438.7063
4833,435.4918
4834,435.0777
4835,435.3957
4836,433.091125
4837,433.677155
4838,433.149231
4839,431.087524
4840,431.1963
4841,434.5669
4842,433.606354
4843,428.907959
4844,435.004059
4845,432.1534
4846,426.907227
4847,427.0658
4848,432.296936
4849,424.654724
4850,426.468964
4851,423.202972
4852,426.1924
4853,428.9908
4854,423.317657
4855,421.732452
4856,421.540039
4857,420.714966
4858,423.2612
4859,420.365
4860,418.983276
4861,418.219238
4862,424.202728
4863,425.720062
4864,419.508423
4865,418.3793
4866,420.919342
4867,418.665222
4868,415.8969
4869,419.005554
4870,426.347382
4871,420.4109
4872,424.571747
4873,426.6517
4874,426.172821
4875,424.603333
4876,428.7615
4877,434.710846
4878,428.725555
4879,428.383179
4880,433.116272
4881,434.5113
4882,433.200867
4883,432.520264
4884,432.054321
4885,432.196167
4886,436.184662
4887,439.727264
4888,435.262
4889,434.700867
4890,437.508423
4891,438.7457
4892,438.732849
4893,438.871918
4894,441.014252
4895,436.674469
4896,438.31665
4897,444.119781
4898,439.2079
4899,442.042755
4900,439.923981
4901,435.953461
4902,438.884338
4903,440.514984
4904,436.408173
4905,435.2878
4906,437.7243
4907,436.7004
4908,438.7071
4909,436.784576
4910,436.127075
4911,432.2268
4912,438.3197
4913,432.8463
4914,430.2385
4915,434.1305
4916,431.616455
4917,429.1705
4918,430.33136
4919,431.0588
4920,431.2663
4921,425.490662
4922,423.153564
4923,424.9965
4924,425.687134
4925,421.25647
4926,427.185974
4927,425.877838
4928,418.34903
4929,420.225647
4930,421.336
4931,419.56842
4932,420.135
4933,419.3145
4934,425.412659
4935,422.251068
4936,420.8903
4937,419.797424
4938,422.087128
4939,419.630676
4940,425.368073
4941,421.702881
4942,423.947327
4943,418.8105
4944,421.534149
4945,421.6792
4946,422.695465
4947,420.9386
4948,425.721619
4949,425.028778
4950,424.687836
4951,424.6874
4952,425.409119
4953,429.278381
4954,430.761841
4955,428.4649
4956,433.6801
4957,434.178772
4958,425.910675
4959,430.4966
4960,433.435028
4961,436.4433
4962,434.545532
4963,433.801422
4964,438.994049
4965,435.638824
4966,435.058929
4967,437.596069
4968,441.4956
4969,445.8716
4970,437.7523
4971,441.056824
4972,444.134033
4973,443.673553
4974,439.375275
4975,439.708038
4976,442.5566
4977,438.5697
4978,444.91095
4979,438.981537
4980,435.843018
4981,436.75882
4982,440.741333
4983,437.609375
4984,442.525482
4985,442.352661
4986,436.602448
4987,437.989868
4988,436.299957
4989,435.9461
4990,436.158447
4991,436.910858
4992,435.0599
4993,433.0128
4994,430.896332
4995,432.988068
4996,429.6658
4997,425.1416
4998,425.82605
4999,427.513519
5000,428.009521
5001,425.918762
5002,426.2515
5003,423.110931
5004,423.907
5005,421.538361
5006,424.830475
5007,425.92334
5008,420.025024
5009,419.0359
5010,420.449249
5011,421.624573
5012,423.034943
5013,419.7166
5014,420.317261
5015,422.070618
5016,421.048767
5017,425.04364
5018,420.706268
5019,419.466644
5020,419.240143
5021,418.143646
5022,422.1681
5023,420.8175
5024,426.542419
5025,428.13504
5026,429.6061
5027,427.351837
5028,425.8018
5029,426.2978
5030,430.250122
5031,431.425323
5032,427.79303
5033,427.5609
5034,431.174347
5035,430.6784
5036,430.4095
5037,436.195374
5038,434.357147
5039,436.0135
5040,436.3916
5041,434.429016
5042,437.488464
5043,436.679077
5044,434.94812
5045,436.906
5046,440.4472
5047,437.540619
5048,437.304382
5049,436.171326
5050,436.9376
5051,437.893
5052,434.793
5053,439.248962
5054,438.6877
5055,438.2572
5056,435.809143
5057,433.477661
5058,433.0283
5059,436.405762
5060,435.321655
5061,435.127258
5062,431.267822
5063,432.955048
5064,434.9812
5065,431.922729
5066,433.148315
5067,432.2125
5068,433.631836
5069,426.512939
5070,426.648346
5071,430.519318
5072,428.2294
5073,428.506073
5074,428.350616
5075,430.132019
5076,427.3756
5077,427.263
5078,423.889954
5079,426.80835
5080,421.15448
5081,423.6471
5082,418.80777
5083,415.746857
5084,425.341156
5085,426.719452
5086,421.770538
5087,426.497437
5088,423.620483
5089,423.842377
5090,425.614746
5091,419.158966
5092,424.0058
5093,429.765533
5094,432.05307
5095,431.4514
5096,431.304
5097,431.860474
5098,427.199921
5099,426.983551
5100,434.890442
5101,435.995361
5102,438.613159
5103,438.666718
5104,438.567749
5105,438.916351
5106,441.11795
5107,439.8841
5108,435.9402
5109,440.7471
5110,438.123138
5111,440.3994
5112,440.7849
5113,442.7388
5114,444.783783
5115,438.097565
5116,444.140778
5117,440.483673
5118,443.810516
5119,438.8137
5120,442.3914
5121,443.939148
5122,442.5452
5123,441.5001
5124,441.7298
5125,440.785583
5126,438.750427
5127,435.917847
5128,437.3414
5129,436.642365
5130,436.558746
5131,434.278473
5132,433.3307
5133,430.302979
5134,433.17215
5135,430.942627
5136,432.217041
5137,431.360046
5138,430.193359
5139,429.993774
5140,430.4182
5141,434.9368
5142,432.0517
5143,426.419
5144,428.913818
5145,432.114624
5146,426.764679
5147,428.60144
5148,425.249329
5149,425.977478
5150,431.6462
5151,429.243317
5152,424.147339
5153,426.254852
5154,427.447
5155,419.509064
5156,420.7074
5157,422.35968
5158,420.190979
5159,422.753784
5160,424.289032
5161,422.879028
5162,423.131836
5163,423.037842
5164,422.171753
5165,418.352478
5166,420.83078
5167,424.056
5168,418.388458
5169,419.454529
5170,421.104248
5171,424.731628
5172,421.221832
5173,423.331
5174,427.817444
5175,427.0238
5176,425.137054
5177,421.890961
5178,425.352142
5179,422.017517
5180,426.215759
5181,429.822235
5182,427.456146
5183,426.393555
5184,428.151276
5185,424.632233
5186,425.346741
5187,431.6216
5188,427.5772
5189,431.750031
5190,433.389771
5191,431.533569
5192,435.086853
5193,438.05
5194,432.8949
5195,433.166168
5196,436.189331
5197,436.910065
5198,440.802673
5199,442.868042
5200,440.185822
5201,439.223816
5202,442.222321
5203,436.825775
5204,436.347015
5205,442.1203
5206,439.822845
5207,437.002228
5208,443.744873
5209,440.393463
5210,437.078949
5211,436.483826
5212,431.283081
5213,434.596649
5214,428.680817
5215,434.875946
5216,433.169067
5217,432.326233
5218,429.25116
5219,430.275879
5220,432.579773
5221,429.8393
5222,426.794067
5223,427.124023
5224,430.9263
5225,431.365265
5226,423.7685
5227,426.656219
5228,427.4918
5229,424.897552
5230,424.443726
5231,424.14917
5232,424.720245
5233,423.43866
5234,424.231018
5235,425.966064
5236,427.76532
5237,423.048279
5238,421.9019
5239,422.6803
5240,424.518158
5241,421.97052
5242,422.020447
5243,421.090332
5244,422.6931
5245,423.336029
5246,423.859
5247,425.1586
5248,427.0299
5249,428.9032
5250,426.227325
5251,425.688171
5252,427.6604
5253,431.0063
5254,431.7824
5255,429.812378
5256,436.8633
5257,430.846954
5258,429.320526
5259,431.7814
5260,433.8986
5261,438.0387
5262,433.632019
5263,434.0124
5264,436.021851
5265,438.802
5266,438.831665
5267,435.16684
5268,434.2931
5269,435.4461
5270,438.944427
5271,436.028748
5272,436.990356
5273,437.878937
5274,432.8591
5275,432.680267
5276,439.316833
5277,443.260437
5278,436.863159
5279,431.6108
5280,434.043732
5281,432.2461
5282,437.343933
5283,438.371674
5284,430.555084
5285,434.48288
5286,433.719635
5287,428.027
5288,425.9298
5289,430.449036
5290,425.1421
5291,427.050781
5292,427.045319
5293,420.277466
5294,425.0816
5295,421.6547
5296,421.856567
5297,421.88974
5298,422.763824
5299,418.512329
5300,421.220947
5301,420.170868
5302,420.461639
5303,424.43866
5304,421.075562
5305,422.880157
5306,422.7838
5307,422.84787
5308,423.234467
5309,423.41037
5310,428.1057
5311,430.809784
5312,428.295868
5313,424.8098
5314,428.5577
5315,428.300018
5316,430.984955
5317,432.9126
5318,435.6548
5319,430.241943
5320,431.9881
5321,439.086182
5322,434.906525
5323,434.586365
5324,433.6796
5325,433.266479
5326,436.2685
5327,436.2574
5328,435.956573
5329,435.394318
5330,436.188782
5331,437.980774
5332,433.371918
5333,432.501373
5334,437.053436
5335,433.909576
5336,434.0505
5337,432.298157
5338,436.263916
5339,434.572
5340,433.769623
5341,435.6695
5342,435.161652
5343,435.884277
5344,433.9055
5345,432.876526
5346,433.403137
5347,429.984558
5348,431.167145
5349,432.754944
5350,434.181549
5351,429.514282
5352,433.750977
5353,429.085632
5354,429.2633
5355,433.355743
5356,432.8089
5357,425.140533
5358,428.098969
5359,432.681519
5360,424.5251
5361,427.465881
5362,430.6602
5363,423.6186
5364,427.077942
5365,426.3758
5366,425.0007
5367,423.130371
5368,426.506775
5369,431.44458
5370,421.803436
5371,422.6525
5372,423.1339
5373,422.61
5374,418.312866
5375,426.429871
5376,424.150269
5377,428.271729
5378,422.444336
5379,425.2075
5380,422.771179
5381,425.2835
5382,420.040039
5383,423.9103
5384,421.0319
5385,426.481323
5386,429.915924
5387,427.542328
5388,423.0543
5389,424.9507
5390,428.836517
5391,427.0592
5392,430.11615
5393,428.786438
5394,425.7321
5395,432.801819
5396,428.1557
5397,430.321838
5398,434.214722
5399,431.3463
5400,428.381378
5401,428.919128
5402,434.207336
5403,428.801636
5404,432.3706
5405,430.7266
5406,431.016937
5407,433.386566
5408,436.760345
5409,431.121948
5410,438.229736
5411,435.021759
5412,434.044739
5413,434.036
5414,435.1846
5415,437.333
5416,437.197144
5417,437.244263
5418,432.105164
5419,435.526367
5420,436.0745
5421,437.134979
5422,438.1443
5423,440.252319
5424,436.2427
5425,434.4487
5426,440.4255
5427,439.038818
5428,439.08548
5429,433.3511
5430,438.042358
5431,438.913147
5432,437.279968
5433,433.687866
