,值
30719,424.706268
30720,422.057983
30721,423.3905
30722,425.3819
30723,425.1661
30724,426.1155
30725,432.437
30726,432.411072
30727,429.7689
30728,428.879883
30729,432.18277
30730,434.49353
30731,436.697174
30732,437.3954
30733,435.89743
30734,436.962952
30735,435.738434
30736,438.961365
30737,435.74646
30738,432.4449
30739,436.23468
30740,438.4947
30741,432.294434
30742,433.78186
30743,436.55542
30744,434.12027
30745,435.261566
30746,437.061951
30747,428.413879
30748,431.3325
30749,431.509369
30750,431.895752
30751,431.021759
30752,428.157623
30753,432.691467
30754,433.9082
30755,424.22818
30756,426.534729
30757,430.0326
30758,434.022675
30759,425.968933
30760,425.274384
30761,425.735168
30762,422.62796
30763,421.251251
30764,420.042755
30765,426.1953
30766,417.192566
30767,424.69223
30768,428.3105
30769,419.839355
30770,422.9268
30771,429.330627
30772,420.952759
30773,422.960419
30774,427.165253
30775,420.599976
30776,420.735046
30777,424.397339
30778,426.78363
30779,428.878357
30780,427.573883
30781,428.0187
30782,426.432678
30783,432.0943
30784,430.398865
30785,429.593842
30786,436.1319
30787,430.402954
30788,437.1401
30789,435.9693
30790,435.087921
30791,435.062927
30792,431.461243
30793,434.256042
30794,435.908752
30795,434.358643
30796,438.422668
30797,440.316376
30798,440.544617
30799,433.676819
30800,434.7874
30801,433.796356
30802,431.964966
30803,435.6036
30804,436.9803
30805,439.149139
30806,438.239868
30807,439.1915
30808,433.663452
30809,433.8098
30810,434.263733
30811,435.880646
30812,434.777832
30813,431.567
30814,428.521149
30815,427.404236
30816,432.25705
30817,434.2881
30818,426.11264
30819,430.313049
30820,426.573578
30821,425.1224
30822,426.3108
30823,427.040039
30824,426.316
30825,427.207367
30826,427.4408
30827,421.0131
30828,420.661133
30829,425.218842
30830,423.464722
30831,422.867859
30832,419.698029
30833,419.283783
30834,424.140778
30835,421.7596
30836,426.422363
30837,422.812378
30838,420.28363
30839,421.0488
30840,425.319366
30841,421.352478
30842,423.6662
30843,426.6781
30844,430.5
30845,426.8423
30846,430.370758
30847,433.3084
30848,428.546234
30849,429.4713
30850,429.08
30851,431.444916
30852,430.657562
30853,430.95047
30854,432.7979
30855,436.325439
30856,435.057861
30857,436.9577
30858,438.701324
30859,435.610229
30860,436.963745
30861,442.575317
30862,440.760681
30863,431.636932
30864,436.198
30865,435.539948
30866,438.157043
30867,439.2871
30868,439.963531
30869,440.295654
30870,437.740326
30871,437.15863
30872,436.2873
30873,435.979279
30874,435.571777
30875,436.9787
30876,430.968
30877,430.611938
30878,430.1503
30879,432.240784
30880,429.977722
30881,429.519928
30882,434.811157
30883,430.98642
30884,424.774658
30885,430.5093
30886,428.723419
30887,425.046844
30888,427.503937
30889,424.651428
30890,425.7626
30891,422.901917
30892,423.364624
30893,424.8836
30894,424.30835
30895,425.4743
30896,420.487854
30897,424.398224
30898,426.9219
30899,423.6902
30900,426.6778
30901,424.283081
30902,426.478943
30903,423.302521
30904,422.291779
30905,422.3026
30906,421.6613
30907,426.077423
30908,425.779877
30909,428.728149
30910,431.6117
30911,425.0082
30912,427.051331
30913,429.2047
30914,421.373352
30915,426.147034
30916,432.347229
30917,430.912537
30918,431.308838
30919,433.279
30920,431.504974
30921,434.3923
30922,434.721
30923,432.715668
30924,429.9027
30925,435.250061
30926,437.3401
30927,437.479919
30928,435.0882
30929,435.621521
30930,438.405243
30931,432.288727
30932,432.445648
30933,435.544342
30934,435.1125
30935,434.092163
30936,433.411072
30937,437.874146
30938,432.760681
30939,429.969971
30940,431.7442
30941,432.709076
30942,432.8784
30943,429.177643
30944,429.62558
30945,430.117065
30946,431.836823
30947,427.267975
30948,431.797852
30949,428.108978
30950,423.6088
30951,428.3572
30952,429.5742
30953,430.120483
30954,426.2334
30955,432.968719
30956,426.410339
30957,428.853058
30958,425.006653
30959,427.166382
30960,430.6341
30961,427.3425
30962,425.173279
30963,429.091919
30964,433.4745
30965,425.126923
30966,428.102966
30967,429.074524
30968,424.5682
30969,425.6597
30970,433.012634
30971,429.682526
30972,427.8743
30973,424.009
30974,424.465149
30975,428.185577
30976,427.098267
30977,425.4334
30978,428.627441
30979,430.201477
30980,431.462128
30981,430.9894
30982,428.5505
30983,426.476471
30984,431.768433
30985,429.639618
30986,424.908
30987,425.491882
30988,429.262939
30989,426.904327
30990,431.586
30991,429.624756
30992,425.146423
30993,429.881653
30994,432.7083
30995,427.415131
30996,429.420258
30997,433.488861
30998,432.904358
30999,432.592468
31000,433.943054
31001,431.834
31002,432.836182
31003,434.638367
31004,429.3014
31005,432.431915
31006,431.369354
31007,435.655121
31008,435.525146
31009,432.575775
31010,430.04068
31011,434.5018
31012,437.565552
31013,430.30188
31014,434.454865
31015,436.8873
31016,432.987366
31017,428.16037
31018,433.4931
31019,433.193359
31020,432.005676
31021,431.2433
31022,431.676544
31023,431.203644
31024,427.826416
31025,430.881561
31026,431.5269
31027,429.7648
31028,428.3653
31029,432.1956
31030,432.4864
31031,434.650879
31032,434.426331
31033,427.57074
31034,430.8851
31035,436.254028
31036,431.729
31037,428.762146
31038,429.4579
31039,428.6508
31040,427.433
31041,426.586975
31042,428.4632
31043,431.812653
31044,430.284515
31045,427.1429
31046,428.51062
31047,428.2767
31048,428.426025
31049,425.0743
31050,426.364
31051,429.621765
31052,423.5677
31053,426.492645
31054,429.7289
31055,425.238678
31056,424.9222
31057,426.606232
31058,425.6178
31059,429.693268
31060,426.295135
31061,429.1768
31062,427.4007
31063,424.233856
31064,428.420135
31065,423.56778
31066,428.19812
31067,432.2831
31068,427.267334
31069,427.1074
31070,431.437775
31071,431.802673
31072,428.263733
31073,428.12085
31074,429.700928
31075,430.7702
31076,431.148682
31077,432.8778
31078,434.4326
31079,428.5943
31080,432.7113
31081,430.0387
31082,431.4165
31083,431.725555
31084,433.320984
31085,433.83725
31086,432.7797
31087,433.1056
31088,433.1521
31089,431.4543
31090,429.970276
31091,435.654633
31092,432.4336
31093,431.753174
31094,428.71106
31095,431.229645
31096,434.2058
31097,430.0713
31098,432.184784
31099,433.7342
31100,430.086365
31101,433.381836
31102,427.43576
31103,430.190277
31104,433.630432
31105,435.116028
31106,428.1623
31107,431.1922
31108,431.249756
31109,426.609924
31110,431.065063
31111,427.4555
31112,431.590851
31113,427.637268
31114,430.870819
31115,431.567078
31116,432.424622
31117,429.7085
31118,429.254944
31119,425.727631
31120,430.040375
31121,432.1659
31122,429.332581
31123,430.838867
31124,425.096863
31125,425.359741
31126,428.577972
31127,428.729034
31128,429.277344
31129,430.94873
31130,424.2833
31131,422.3106
31132,424.497833
31133,431.593048
31134,430.563965
31135,420.979523
31136,423.926239
31137,429.782043
31138,423.0384
31139,426.913422
31140,427.264221
31141,429.6996
31142,424.0802
31143,428.391083
31144,426.867645
31145,428.270447
31146,427.1277
31147,425.7149
31148,427.802277
31149,430.383728
31150,427.625763
31151,431.656036
31152,432.140045
31153,429.720551
31154,430.519653
31155,430.54715
31156,431.316772
31157,433.0933
31158,430.341248
31159,434.5608
31160,434.290222
31161,433.048
31162,434.769623
31163,435.918671
31164,432.7538
31165,432.33255
31166,434.727051
31167,433.513275
31168,437.8482
31169,436.380249
31170,436.867371
31171,435.3705
31172,434.7675
31173,433.6533
31174,435.5173
31175,436.004
31176,434.055054
31177,435.904541
31178,438.892853
31179,438.0035
31180,431.9573
31181,436.506439
31182,431.456818
31183,434.938232
31184,433.6238
31185,431.004028
31186,431.1062
31187,434.704773
31188,428.186035
31189,433.0506
31190,431.7763
31191,430.1656
31192,428.9401
31193,428.725616
31194,434.551331
31195,432.5041
31196,426.318481
31197,427.671936
31198,425.992737
31199,422.905762
31200,425.854858
31201,422.83252
31202,427.1371
31203,426.400574
31204,425.848083
31205,427.285248
31206,421.803253
31207,423.424
31208,420.302063
31209,421.364
31210,424.749817
31211,422.1889
31212,419.0664
31213,421.640656
31214,419.1696
31215,423.906
31216,417.434082
31217,423.795715
31218,426.099121
31219,422.683716
31220,420.672119
31221,424.197021
31222,420.0441
31223,419.7007
31224,426.510681
31225,427.833954
31226,427.771271
31227,427.57843
31228,427.174927
31229,431.127258
31230,430.655243
31231,429.447845
31232,430.1973
31233,434.733826
31234,433.674622
31235,430.65213
31236,437.2583
31237,436.400024
31238,440.905273
31239,437.966919
31240,437.37796
31241,436.603943
31242,439.136047
31243,440.78772
31244,437.555969
31245,438.839142
31246,445.020081
31247,436.430084
31248,441.922516
31249,439.426941
31250,439.238525
31251,431.974884
31252,433.169464
31253,434.5918
31254,436.819733
31255,429.1742
31256,434.404724
31257,429.4608
31258,429.07373
31259,426.8494
31260,426.588654
31261,426.923431
31262,426.3753
31263,428.610748
31264,425.217865
31265,422.901428
31266,423.571777
31267,422.1616
31268,420.60675
31269,423.258972
31270,425.678162
31271,422.2319
31272,420.718781
31273,423.328
31274,427.0618
31275,422.207672
31276,424.011871
31277,413.0215
31278,424.207916
31279,420.502625
31280,417.1796
31281,420.6515
31282,425.843933
31283,426.438354
31284,418.049
31285,420.897034
31286,421.012268
31287,419.9984
31288,424.721436
31289,424.1368
31290,423.8306
31291,427.984161
31292,427.359344
31293,424.2842
31294,431.239746
31295,424.6409
31296,424.086334
31297,426.500549
31298,431.135773
31299,433.728943
31300,426.9675
31301,427.071
31302,430.054016
31303,434.2685
31304,431.4182
31305,437.327972
31306,439.343964
31307,439.3657
31308,439.8411
31309,436.377655
31310,438.432068
31311,442.979645
31312,441.1198
31313,440.7118
31314,441.6088
31315,440.0998
31316,438.722717
31317,439.700134
31318,440.8755
31319,438.441162
31320,439.3155
31321,435.213837
31322,439.422119
31323,434.009
31324,435.308624
31325,435.863922
31326,438.3618
31327,432.490448
31328,434.726624
31329,434.855835
31330,434.1672
31331,432.1123
31332,432.898376
31333,429.9576
31334,428.1499
31335,428.6753
31336,428.5467
31337,425.090759
31338,424.2547
31339,425.4054
31340,426.468048
31341,429.1062
31342,428.8222
31343,424.623047
31344,421.042877
31345,422.3491
31346,426.22464
31347,425.767181
31348,423.343445
31349,422.1189
31350,423.745
31351,425.409668
31352,425.945068
31353,423.4118
31354,421.064728
31355,422.862183
31356,423.692322
31357,428.668884
31358,424.6608
31359,420.492584
31360,422.0586
31361,425.827484
31362,424.978668
31363,429.7306
31364,425.511871
31365,429.3257
31366,434.473816
31367,430.023529
31368,429.0642
31369,429.9506
31370,435.738525
31371,429.7902
31372,432.6927
31373,433.384583
31374,433.730042
31375,439.676331
31376,435.499969
31377,434.210571
31378,435.8805
31379,434.882935
31380,437.9609
31381,434.699554
31382,434.861938
31383,430.4937
31384,434.750275
31385,437.002655
31386,431.1308
31387,431.812
31388,434.645
31389,430.612671
31390,431.271118
31391,430.259155
31392,430.671539
31393,428.486267
31394,427.1123
31395,429.5625
31396,431.0646
31397,429.748627
31398,432.681458
31399,430.9501
31400,425.4254
31401,425.295349
31402,430.416656
31403,425.9339
31404,423.603546
31405,425.222626
31406,431.055969
31407,429.0322
31408,424.477325
31409,424.6194
31410,426.638458
31411,430.275269
31412,429.9779
31413,422.2124
31414,427.977722
31415,427.263123
31416,427.665375
31417,427.3287
31418,427.588684
31419,430.578979
31420,425.249146
31421,425.806549
31422,430.240845
31423,428.766479
31424,425.5317
31425,426.169983
31426,429.290924
31427,427.260681
31428,427.828552
31429,428.2032
31430,429.589844
31431,431.457825
31432,433.4322
31433,431.2283
31434,434.052582
31435,431.979431
31436,433.644775
31437,431.454468
31438,432.775452
31439,430.443237
31440,432.442322
31441,430.878754
31442,429.459442
31443,430.238739
31444,429.8658
31445,435.277435
31446,432.283173
31447,430.070526
31448,430.622375
31449,430.4283
31450,432.843079
31451,434.090271
31452,432.746643
31453,430.94873
31454,432.90683
31455,433.108673
31456,427.812164
31457,427.403961
31458,428.677826
31459,433.0777
31460,430.7217
31461,430.366577
31462,432.075684
31463,428.209778
31464,425.955566
31465,431.6037
31466,433.4309
31467,428.126648
31468,428.403381
31469,429.6234
31470,432.904236
31471,428.961243
31472,426.8207
31473,430.558777
31474,430.2067
31475,432.6723
31476,433.459
31477,432.211945
31478,428.396027
31479,429.277771
31480,434.037476
31481,430.179016
31482,432.775635
31483,434.349182
31484,431.528259
31485,429.918427
31486,431.742737
31487,433.101685
31488,429.951172
31489,426.089172
31490,430.0565
31491,430.612427
31492,429.671051
31493,431.585
31494,427.5044
31495,432.936066
31496,428.826141
31497,427.2223
31498,424.403229
31499,427.4555
31500,429.9191
31501,429.732
31502,430.501068
31503,425.6161
31504,425.958862
31505,429.676117
31506,428.603241
31507,430.360748
31508,427.6596
31509,427.96
31510,431.8598
31511,428.9381
31512,431.519
31513,427.7003
31514,433.436371
31515,430.059662
31516,429.178284
31517,432.502472
31518,430.3866
31519,435.1335
31520,430.314972
31521,431.248657
31522,433.275421
31523,431.7749
31524,437.207672
31525,433.735657
31526,429.143768
31527,432.8259
31528,432.0024
31529,426.724426
31530,430.6633
31531,429.596161
31532,433.789551
31533,435.5382
31534,430.4659
31535,427.783569
31536,431.59726
31537,436.1914
31538,429.011353
31539,429.248718
31540,432.66983
31541,427.996521
31542,428.688629
31543,432.4895
31544,425.4122
31545,424.92746
31546,430.014954
31547,423.958618
31548,425.324
31549,430.2342
31550,431.574249
31551,430.4572
31552,423.771027
31553,427.424377
31554,427.628723
31555,429.388977
31556,429.8517
31557,426.950134
31558,425.087341
31559,428.4846
31560,431.617981
31561,427.718445
31562,429.183624
31563,431.696136
31564,429.535126
31565,429.309723
31566,429.813721
31567,429.106232
31568,429.373169
31569,426.214874
31570,431.825958
31571,431.9742
31572,431.2801
31573,430.217529
31574,429.7229
31575,431.473572
31576,431.024872
31577,429.740051
31578,428.3416
31579,426.903381
31580,430.3061
31581,426.3498
31582,433.5616
31583,430.166351
31584,428.5799
31585,429.7784
31586,432.864563
31587,427.086853
31588,428.474243
31589,431.442474
31590,429.315918
31591,426.194824
31592,427.284332
31593,429.794525
31594,431.8975
31595,427.3424
31596,431.3777
31597,427.847443
31598,430.191467
31599,432.001068
31600,430.6568
31601,426.5858
31602,429.577972
31603,428.318939
31604,430.437042
31605,428.453
31606,427.805237
31607,427.9516
31608,428.954376
31609,428.9634
31610,432.0537
31611,426.877258
31612,425.721771
31613,430.6588
31614,430.9898
31615,428.3989
31616,434.1491
31617,431.279083
31618,431.229156
31619,428.115051
31620,431.932373
31621,428.8432
31622,427.932678
31623,430.9858
31624,434.9728
31625,432.642456
31626,434.563568
31627,432.6759
31628,434.783325
31629,431.908325
31630,429.446655
31631,432.6859
31632,435.597137
31633,430.922821
31634,431.803925
31635,430.9949
31636,433.5603
31637,434.848572
31638,428.722229
31639,427.137421
31640,430.6961
31641,427.9536
31642,428.524536
31643,427.238129
31644,430.78772
31645,429.347534
31646,429.2398
31647,425.242462
31648,427.460236
31649,429.380157
31650,430.61322
31651,428.157928
31652,428.6897
31653,431.259766
31654,429.89566
31655,430.5191
31656,430.365448
31657,430.0074
31658,432.776367
31659,433.3839
31660,435.192
31661,432.900024
31662,436.4613
31663,433.802582
31664,436.998932
31665,434.088074
31666,436.576416
31667,431.2785
31668,434.395538
31669,436.088348
31670,430.7129
31671,429.6995
31672,438.195
31673,431.9876
31674,426.324982
31675,429.361542
31676,429.1939
31677,426.905548
31678,432.284851
31679,430.618744
31680,431.191742
31681,424.808746
31682,427.479156
31683,431.6338
31684,427.967346
31685,429.403473
31686,424.218
31687,426.372955
31688,428.151
31689,422.6458
31690,421.711578
31691,425.983917
31692,422.678253
31693,425.1674
31694,421.5976
31695,427.4447
31696,427.729736
31697,420.0426
31698,421.95993
31699,423.274017
31700,422.148926
31701,426.576172
31702,422.843
31703,423.133148
31704,422.529663
31705,422.6101
31706,422.4367
31707,426.1712
31708,420.266541
31709,425.665039
31710,423.185425
31711,428.2677
31712,429.950562
31713,430.9581
31714,428.263336
31715,433.931946
31716,438.006683
31717,436.508
31718,429.684448
31719,434.5467
31720,433.949158
31721,431.471771
31722,435.746338
31723,435.3135
31724,439.3157
31725,439.450165
31726,439.302979
31727,440.031342
31728,437.850616
31729,436.457825
31730,441.8764
31731,442.2908
31732,438.961884
31733,440.8719
31734,440.139618
31735,440.216949
31736,445.548584
31737,440.599274
31738,436.689636
31739,439.516052
31740,439.268982
31741,440.2622
31742,433.3185
31743,432.988647
31744,437.319733
31745,433.147552
31746,432.132568
31747,432.44754
31748,427.915253
31749,428.779877
31750,434.420715
31751,425.962921
31752,426.455719
31753,427.887848
31754,431.3086
31755,429.426758
31756,427.379761
31757,424.553345
31758,421.284637
31759,421.550446
31760,425.826416
31761,424.449158
31762,415.698151
31763,415.4328
31764,419.1914
31765,423.835266
31766,419.729858
31767,417.44577
31768,418.12793
31769,424.027466
31770,421.204437
31771,416.7312
31772,416.411163
31773,417.509857
31774,423.9689
31775,422.7414
31776,424.49585
31777,425.1029
31778,425.357147
31779,425.307953
31780,427.139038
31781,423.002075
31782,422.125916
31783,429.2999
31784,429.1983
31785,431.0012
31786,430.850342
31787,436.789551
31788,435.408051
31789,431.794525
31790,433.441
31791,443.6655
31792,440.544922
31793,435.3347
31794,438.839325
31795,440.57547
31796,433.125854
31797,437.920837
31798,443.153839
31799,441.2566
31800,437.78244
31801,434.220947
31802,435.006256
31803,436.734253
31804,434.8471
31805,432.795929
31806,433.735016
31807,438.8467
31808,433.780731
31809,434.266754
31810,432.187164
31811,434.469635
31812,430.76825
31813,432.953644
31814,438.452332
31815,432.5863
31816,430.268127
31817,432.056427
31818,431.384247
31819,435.417358
31820,429.839233
31821,429.263916
31822,432.167084
31823,431.409637
31824,425.518921
31825,428.1232
31826,430.875
31827,423.846283
31828,426.50885
31829,428.2699
31830,426.944427
31831,424.2457
31832,428.1389
31833,422.093445
31834,424.9649
31835,417.2058
31836,419.2935
31837,425.454346
31838,420.1242
31839,424.846832
31840,425.183655
31841,421.5689
31842,420.374268
31843,424.003479
31844,422.310883
31845,424.727875
31846,423.408661
31847,424.5901
31848,425.297455
31849,426.8114
31850,426.3614
31851,426.6819
31852,429.4123
31853,427.191772
31854,431.131
31855,431.59906
31856,436.3592
31857,427.8987
31858,430.448059
31859,430.124023
31860,432.224731
31861,430.617523
31862,434.448425
31863,435.527679
31864,435.2379
31865,432.336823
31866,438.324341
31867,437.5977
31868,435.7243
31869,433.454742
31870,435.316864
31871,437.226135
31872,435.70047
31873,437.086578
31874,432.903046
31875,433.97644
31876,434.4879
31877,435.638672
31878,437.1424
31879,432.0864
31880,433.426422
31881,432.982452
31882,435.967957
31883,428.892883
31884,435.850983
31885,435.036926
31886,434.546936
31887,429.99765
31888,430.7131
31889,434.43103
31890,427.830017
31891,426.931335
31892,427.4516
31893,426.797638
31894,429.656067
31895,424.8305
31896,429.549438
31897,422.076874
31898,425.478333
31899,430.8346
31900,422.6628
31901,427.5844
31902,425.773315
31903,424.1786
31904,429.286835
31905,426.1983
31906,427.231476
31907,425.1915
31908,428.521851
31909,422.977478
31910,431.116516
31911,429.2677
31912,425.6962
31913,425.831848
31914,427.4242
31915,423.943
31916,428.7252
31917,427.5071
31918,424.3991
31919,426.182343
31920,428.917847
31921,428.617462
31922,427.190765
31923,429.6014
31924,428.959351
31925,430.4413
31926,430.072662
31927,432.2431
31928,429.282959
31929,435.467438
31930,433.419983
31931,432.610352
31932,430.5423
31933,430.3932
31934,430.345551
31935,439.916962
31936,438.310974
31937,434.1601
31938,437.2877
31939,437.560059
31940,431.884247
31941,435.102936
31942,434.994141
31943,436.402039
31944,437.1246
31945,441.544617
31946,434.640717
31947,431.723419
31948,432.4907
31949,438.0844
31950,433.063019
31951,435.635
31952,438.397644
31953,437.72644
31954,432.2157
31955,432.965546
31956,433.450073
31957,428.6032
31958,428.5199
31959,423.255585
31960,422.767853
31961,421.827057
31962,424.6258
31963,422.888855
31964,423.831116
31965,424.649445
31966,420.7891
31967,425.5239
31968,423.338562
31969,423.720123
31970,414.616119
31971,423.215118
31972,423.2308
31973,426.148621
31974,430.64
31975,429.236084
31976,419.9609
31977,420.005463
31978,421.980469
31979,424.700439
31980,430.3317
31981,427.0599
31982,426.293152
31983,429.9363
31984,433.688538
31985,424.889557
31986,430.230377
31987,430.1896
31988,430.258423
31989,431.581573
31990,432.668457
31991,433.93985
31992,436.903473
31993,433.889648
31994,434.511719
31995,433.214264
31996,435.641266
31997,435.63147
31998,442.295349
31999,438.063873
32000,438.3382
32001,442.776825
32002,440.122559
32003,440.2208
32004,440.617432
32005,436.884949
32006,440.163239
32007,436.532318
32008,443.766083
32009,438.7647
32010,435.4403
32011,443.9773
32012,437.119324
32013,434.2602
32014,436.920349
32015,431.6832
32016,433.6132
32017,428.082031
32018,429.1735
32019,433.997
32020,433.662933
32021,429.7283
32022,429.99762
32023,431.859741
32024,429.814819
32025,427.988
32026,428.141968
32027,422.137939
32028,423.2027
32029,427.5015
32030,428.668365
32031,424.935059
32032,419.744751
32033,425.3377
32034,421.55484
32035,419.60907
32036,421.983673
32037,417.2774
32038,418.287628
32039,418.7552
32040,418.500854
32041,418.16214
32042,416.717041
32043,420.297
32044,423.6197
32045,420.02655
32046,423.6438
32047,424.588776
32048,418.73764
32049,418.65332
32050,425.677826
32051,424.748
32052,425.096039
32053,428.708435
32054,432.628235
32055,431.9395
32056,430.499878
32057,430.133972
32058,429.3568
32059,432.5027
32060,433.634247
32061,434.4685
32062,434.192871
32063,432.40448
32064,433.78772
32065,439.873779
32066,442.587677
32067,442.420349
32068,442.668365
32069,439.894135
32070,438.734222
32071,439.519165
32072,436.0178
32073,440.20993
32074,437.3039
32075,436.540131
32076,435.886536
32077,435.954529
32078,439.447937
32079,434.837952
32080,432.832764
32081,433.925079
32082,435.1511
32083,436.7551
32084,434.03064
32085,432.815216
32086,433.8568
32087,434.779877
32088,431.9077
32089,433.657074
32090,427.179321
32091,428.740662
32092,433.4397
32093,434.779541
32094,431.347137
32095,427.1989
32096,429.423
32097,431.379456
32098,426.805054
32099,428.355042
32100,426.593262
32101,423.0607
32102,426.857971
32103,426.0933
32104,424.311
32105,422.374084
32106,422.35498
32107,426.0837
32108,425.596863
32109,427.7597
32110,425.175018
32111,424.2594
32112,425.171265
32113,423.974426
32114,421.491272
32115,425.4581
32116,422.001221
32117,423.332458
32118,424.7899
32119,424.184265
32120,424.6895
32121,425.0367
32122,431.424377
32123,427.3095
32124,423.239319
32125,426.7508
32126,428.925568
32127,430.7874
32128,427.1954
32129,431.453735
32130,435.114
32131,436.007965
32132,434.182465
32133,432.621033
32134,429.895935
32135,430.6934
32136,434.184662
32137,433.8446
32138,435.6518
32139,434.759949
32140,433.850922
32141,433.9308
32142,436.98175
32143,437.053741
32144,430.7336
32145,433.494019
32146,433.82663
32147,433.373657
32148,433.929718
32149,438.321
32150,435.1402
32151,429.2656
32152,432.055847
32153,434.057037
32154,427.727783
32155,432.010132
32156,433.417877
32157,431.005371
32158,430.9614
32159,430.0713
32160,434.4923
32161,429.187439
32162,424.171753
32163,426.37735
32164,433.235474
32165,425.93573
32166,431.0235
32167,428.982544
32168,424.8108
32169,429.5221
32170,424.333435
32171,428.858673
32172,423.758362
32173,428.749023
32174,427.830017
32175,424.954346
32176,430.436035
32177,431.057068
32178,431.923767
32179,425.875824
32180,422.350769
32181,425.8934
32182,427.911469
32183,425.692963
32184,424.903168
32185,423.414856
32186,426.8759
32187,425.1832
32188,423.366852
32189,423.746735
32190,431.452942
32191,425.585724
32192,430.809052
32193,436.017761
32194,427.354736
32195,429.354675
32196,433.3681
32197,422.326447
32198,429.675079
32199,435.326477
32200,428.689972
32201,435.333557
32202,432.102
32203,427.679016
32204,431.712067
32205,430.746735
32206,430.562927
32207,429.735
32208,434.607178
32209,428.359161
32210,431.943878
32211,432.726685
32212,431.4761
32213,431.220123
32214,428.35498
32215,434.007751
32216,428.952271
32217,428.895935
32218,435.058044
32219,429.272675
32220,430.414
32221,435.240967
32222,427.655884
32223,428.884521
32224,431.616852
32225,435.116058
32226,432.3934
32227,433.762848
32228,431.277924
32229,432.454773
32230,434.9028
32231,435.62204
32232,434.796265
32233,430.508881
32234,433.059235
32235,431.724152
32236,432.7022
32237,431.67
32238,436.377747
32239,434.6867
32240,431.563141
32241,427.903656
32242,430.386719
32243,433.159851
32244,430.2746
32245,426.550262
32246,428.6609
32247,428.2507
32248,430.7802
32249,426.855469
32250,427.331848
32251,429.8318
32252,430.3434
32253,429.972443
32254,432.122528
32255,432.37915
32256,426.6048
32257,424.638763
32258,426.215668
32259,430.643372
32260,428.078918
32261,427.041077
32262,425.7453
32263,428.665
32264,430.414978
32265,430.1089
32266,434.65213
32267,428.149353
32268,431.16272
32269,427.8346
32270,431.08783
32271,433.622375
32272,428.320343
32273,430.207
32274,430.7043
32275,427.063171
32276,432.60434
32277,426.394836
32278,426.8732
32279,427.789429
32280,426.401855
32281,427.042847
32282,430.5256
32283,425.628845
32284,431.255981
32285,432.246521
32286,426.96637
32287,427.914459
32288,432.7096
32289,429.4885
32290,421.829865
32291,426.47345
32292,428.89447
32293,425.618
32294,429.0841
32295,431.246918
32296,422.838654
32297,425.4656
32298,428.44928
32299,429.5545
32300,427.4029
32301,429.963043
32302,427.127869
32303,431.709351
32304,430.000549
32305,431.074066
32306,433.7873
32307,429.533783
32308,427.344177
32309,430.390747
32310,435.37674
32311,432.385864
32312,430.6106
32313,429.9414
32314,429.018158
32315,431.4983
32316,426.4873
32317,430.985748
32318,435.35498
32319,428.55777
32320,428.082031
32321,431.261017
32322,434.7697
32323,430.7033
32324,433.403046
32325,435.0358
32326,434.603821
32327,430.83313
32328,432.668427
32329,435.697266
32330,430.612152
32331,429.661621
32332,432.533447
32333,436.0199
32334,435.8276
32335,430.9379
32336,435.5263
32337,430.963837
32338,431.797241
32339,429.407623
32340,431.271881
32341,429.67926
32342,433.262817
32343,429.723724
32344,431.994537
32345,432.754028
32346,432.092316
32347,434.180939
32348,433.3953
32349,426.107849
32350,428.401978
32351,430.897156
32352,435.4318
32353,435.025848
32354,426.979218
32355,425.358429
32356,426.46817
32357,428.8356
32358,426.754852
32359,425.7594
32360,428.07254
32361,427.825867
32362,426.8531
32363,427.969666
32364,425.6329
32365,429.407684
32366,424.358276
32367,426.9626
32368,430.821442
32369,426.2525
32370,424.350922
32371,423.3214
32372,424.159668
32373,427.473419
32374,424.3644
32375,421.775665
32376,413.532227
32377,424.181274
32378,421.873932
32379,423.396271
32380,429.906769
32381,430.161072
32382,424.45636
32383,427.574249
32384,428.4144
32385,425.581573
32386,427.985168
32387,432.006561
32388,422.9223
32389,431.878662
32390,436.1878
32391,426.259247
32392,429.6207
32393,433.0375
32394,428.391876
32395,432.880981
32396,431.292725
32397,428.094482
32398,431.823273
32399,434.8546
32400,435.067352
32401,432.9224
32402,434.980347
32403,436.070648
32404,435.308563
32405,437.454742
32406,435.160034
32407,435.503967
32408,440.136353
32409,436.4869
32410,439.016724
32411,436.80426
32412,434.615234
32413,437.789734
32414,437.695526
32415,436.822479
32416,435.9676
32417,435.8015
32418,432.958771
32419,435.210876
32420,435.702026
32421,437.8507
32422,435.8024
32423,432.108368
32424,433.486053
32425,436.648071
32426,434.010834
32427,430.58902
32428,431.2296
32429,430.36
32430,433.6779
32431,430.921539
32432,429.235535
32433,424.007263
32434,427.4849
32435,426.708069
32436,424.207764
32437,427.749268
32438,427.3139
32439,430.410278
32440,424.7406
32441,423.8712
32442,424.06485
32443,421.528076
32444,424.6156
32445,427.781
32446,424.704071
32447,423.6902
32448,422.447266
32449,423.707764
32450,425.591431
32451,427.367523
32452,422.403931
32453,423.096863
32454,423.2426
32455,422.462738
32456,422.465
32457,423.561523
32458,428.8775
32459,426.1186
32460,422.977448
32461,426.275665
32462,425.8938
32463,429.242676
32464,428.136261
32465,428.546753
32466,428.44397
32467,424.585571
32468,431.050262
32469,434.178864
32470,433.32962
32471,433.674164
32472,430.911682
32473,435.785828
32474,437.1263
32475,439.263031
